order_id,order_date,product,category,region,channel,units,unit_price,cost,customer_id
101446,2024-05-05,Hair Dryer,Beauty,North,Marketplace,2,69.65,33.0,2100
101447,2024-05-05,Face Serum,Beauty,Central,Marketplace,3,46.18,18.0,1319
101448,2024-05-05,Yoga Mat,Sports,East,Online,5,34.85,14.0,1791
101449,2024-05-05,Running Shoes,Apparel,Central,Retail,2,89.21,40.0,2019
101450,2024-05-05,4K Webcam,Electronics,South,Online,3,95.86,44.0,1674
101451,2024-05-05,Smartphone Case,Electronics,Central,Online,3,19.31,6.0,1315
101452,2024-05-05,Knife Set,Home & Kitchen,West,Marketplace,4,51.23,21.0,1486
101453,2024-05-06,Bluetooth Speaker,Electronics,South,Online,4,64.22,27.0,1907
101454,2024-05-06,Wireless Earbuds,Electronics,West,Online,1,80.13,38.0,1249
101455,2024-05-06,Smartphone Case,Electronics,North,Retail,2,20.62,6.0,1876
101456,2024-05-06,Winter Jacket,Apparel,West,Online,3,140.14,70.0,1579
101457,2024-05-06,Dumbbell Set,Sports,North,Marketplace,8,79.58,41.0,1304
101458,2024-05-06,Running Shoes,Apparel,South,Marketplace,5,93.1,40.0,2054
101459,2024-05-06,Bluetooth Speaker,Electronics,North,Retail,5,56.38,27.0,2085
101460,2024-05-06,Yoga Mat,Sports,South,Online,3,34.24,14.0,2142
101461,2024-05-06,Yoga Mat,Sports,South,Online,3,34.32,14.0,2084
101462,2024-05-06,Face Serum,Beauty,North,Marketplace,2,44.42,18.0,1187
101463,2024-05-06,Lipstick Set,Beauty,East,Online,2,28.81,11.0,1143
101464,2024-05-06,4K Webcam,Electronics,South,Online,3,86.68,44.0,2135
101465,2024-05-06,Running Shoes,Apparel,North,Online,2,89.21,40.0,1784
101466,2024-05-06,Denim Jeans,Apparel,North,Online,1,62.94,28.0,1392
101467,2024-05-06,Face Serum,Beauty,West,Online,2,43.95,18.0,1623
101468,2024-05-06,Yoga Mat,Sports,East,Marketplace,3,37.06,14.0,1559
101469,2024-05-06,Yoga Mat,Sports,South,Retail,3,32.61,14.0,1475
101470,2024-05-06,Coffee Maker,Home & Kitchen,North,Retail,8,115.78,64.0,1760
101471,2024-05-06,Winter Jacket,Apparel,Central,Retail,5,138.87,70.0,1958
101472,2024-05-07,Running Shoes,Apparel,North,Retail,3,95.94,40.0,1281
101473,2024-05-07,Running Shoes,Apparel,Central,Online,2,86.67,40.0,1811
101474,2024-05-07,Denim Jeans,Apparel,North,Marketplace,2,66.78,28.0,2110
101475,2024-05-07,Air Fryer,Home & Kitchen,West,Online,4,97.39,52.0,1692
101476,2024-05-07,Air Fryer,Home & Kitchen,East,Online,2,100.99,52.0,1574
101477,2024-05-07,Winter Jacket,Apparel,Central,Online,3,134.57,70.0,1356
101478,2024-05-07,Coffee Maker,Home & Kitchen,West,Online,2,119.51,64.0,1724
101479,2024-05-07,Dumbbell Set,Sports,Central,Online,3,81.01,41.0,1653
101480,2024-05-07,Bluetooth Speaker,Electronics,Central,Online,4,63.87,27.0,1999
101481,2024-05-07,Cotton T-Shirt,Apparel,North,Online,1,22.19,7.0,1501
101482,2024-05-07,Coffee Maker,Home & Kitchen,North,Online,4,126.27,64.0,1292
101483,2024-05-07,Winter Jacket,Apparel,East,Marketplace,2,140.77,70.0,1550
101484,2024-05-07,Water Bottle,Sports,West,Online,5,18.4,5.0,1195
101485,2024-05-07,4K Webcam,Electronics,South,Online,3,90.14,44.0,2127
101486,2024-05-08,4K Webcam,Electronics,West,Online,6,86.17,44.0,1240
101487,2024-05-08,Yoga Mat,Sports,East,Online,3,35.15,14.0,1833
101488,2024-05-08,Yoga Mat,Sports,East,Marketplace,3,35.61,14.0,1389
101489,2024-05-08,Yoga Mat,Sports,North,Marketplace,3,35.29,14.0,1495
101490,2024-05-08,Vacuum Cleaner,Home & Kitchen,West,Marketplace,2,200.73,110.0,1447
101491,2024-05-08,Cotton T-Shirt,Apparel,Central,Marketplace,4,22.53,7.0,2072
101492,2024-05-08,Coffee Maker,Home & Kitchen,South,Online,3,119.06,64.0,1405
101493,2024-05-08,Wireless Earbuds,Electronics,East,Online,2,76.85,38.0,1633
101494,2024-05-08,Yoga Mat,Sports,Central,Online,5,35.81,14.0,1963
101495,2024-05-08,4K Webcam,Electronics,Central,Retail,4,86.61,44.0,1031
101496,2024-05-08,Vacuum Cleaner,Home & Kitchen,Central,Online,2,203.49,110.0,1151
101497,2024-05-08,Running Shoes,Apparel,West,Marketplace,1,89.49,40.0,1363
101498,2024-05-08,Face Serum,Beauty,North,Marketplace,3,45.03,18.0,1964
101499,2024-05-08,4K Webcam,Electronics,South,Marketplace,4,92.86,44.0,1632
101500,2024-05-09,Cotton T-Shirt,Apparel,West,Online,2,21.25,7.0,1260
101501,2024-05-09,Face Serum,Beauty,West,Retail,2,44.39,18.0,1307
101502,2024-05-09,Vacuum Cleaner,Home & Kitchen,South,Online,2,210.07,110.0,1342
101503,2024-05-09,Running Shoes,Apparel,South,Retail,3,89.9,40.0,1470
101504,2024-05-09,Face Serum,Beauty,West,Online,4,49.0,18.0,1786
101505,2024-05-09,Vacuum Cleaner,Home & Kitchen,East,Online,7,192.05,110.0,1178
101506,2024-05-09,Face Serum,Beauty,Central,Online,4,43.08,18.0,1125
101507,2024-05-09,Yoga Mat,Sports,East,Online,1,33.69,14.0,1232
101508,2024-05-09,Smartphone Case,Electronics,South,Online,3,18.9,6.0,1790
101509,2024-05-09,Dumbbell Set,Sports,South,Online,6,80.65,41.0,1334
101510,2024-05-09,4K Webcam,Electronics,South,Online,4,88.61,44.0,2046
101511,2024-05-10,Bluetooth Speaker,Electronics,North,Marketplace,2,57.49,27.0,1191
101512,2024-05-10,USB-C Charger,Electronics,West,Online,2,22.59,9.0,1790
101513,2024-05-10,Lipstick Set,Beauty,Central,Online,4,29.21,11.0,1326
101514,2024-05-10,Winter Jacket,Apparel,West,Retail,1,132.37,70.0,1071
101515,2024-05-10,Face Serum,Beauty,South,Online,8,47.23,18.0,2041
101516,2024-05-10,Winter Jacket,Apparel,North,Marketplace,4,133.9,70.0,2036
101517,2024-05-10,Lipstick Set,Beauty,Central,Retail,2,24.65,11.0,2086
101518,2024-05-10,Air Fryer,Home & Kitchen,Central,Online,8,91.98,52.0,1259
101519,2024-05-10,Lipstick Set,Beauty,West,Retail,6,28.98,11.0,1829
101520,2024-05-10,Denim Jeans,Apparel,South,Marketplace,2,65.41,28.0,1502
101521,2024-05-10,Coffee Maker,Home & Kitchen,Central,Marketplace,3,118.84,64.0,2043
101522,2024-05-11,Face Serum,Beauty,West,Retail,6,44.17,18.0,1620
101523,2024-05-11,Winter Jacket,Apparel,North,Marketplace,2,138.0,70.0,1939
101524,2024-05-11,Smartphone Case,Electronics,North,Online,2,18.58,6.0,1951
101525,2024-05-11,Smartphone Case,Electronics,West,Retail,2,18.62,6.0,1200
101526,2024-05-11,Winter Jacket,Apparel,East,Online,6,129.89,70.0,1285
101527,2024-05-11,Winter Jacket,Apparel,Central,Marketplace,2,134.76,70.0,1933
101528,2024-05-11,Winter Jacket,Apparel,West,Retail,3,139.83,70.0,1512
101529,2024-05-11,Yoga Mat,Sports,Central,Online,6,33.84,14.0,1460
101530,2024-05-11,Winter Jacket,Apparel,West,Marketplace,4,140.25,70.0,1919
101531,2024-05-11,Denim Jeans,Apparel,East,Online,5,65.31,28.0,1386
101532,2024-05-11,Running Shoes,Apparel,South,Online,3,88.38,40.0,1305
101533,2024-05-12,Face Serum,Beauty,East,Marketplace,4,46.47,18.0,1839
101534,2024-05-12,4K Webcam,Electronics,West,Online,3,83.64,44.0,1807
101535,2024-05-12,Vacuum Cleaner,Home & Kitchen,Central,Marketplace,6,196.67,110.0,2138
101536,2024-05-12,Face Serum,Beauty,East,Online,2,44.84,18.0,1868
101537,2024-05-12,Denim Jeans,Apparel,North,Marketplace,2,65.47,28.0,1685
101538,2024-05-12,Yoga Mat,Sports,North,Marketplace,2,35.29,14.0,1018
101539,2024-05-12,USB-C Charger,Electronics,East,Marketplace,2,25.71,9.0,1661
101540,2024-05-12,Coffee Maker,Home & Kitchen,West,Online,5,118.93,64.0,1095
101541,2024-05-12,Coffee Maker,Home & Kitchen,West,Retail,1,121.22,64.0,2096
101542,2024-05-12,Denim Jeans,Apparel,East,Online,2,66.88,28.0,2150
101543,2024-05-12,Cotton T-Shirt,Apparel,North,Retail,3,22.68,7.0,1251
101544,2024-05-13,Hair Dryer,Beauty,East,Online,5,68.32,33.0,1978
101545,2024-05-13,4K Webcam,Electronics,North,Online,3,84.29,44.0,1685
101546,2024-05-13,Running Shoes,Apparel,North,Marketplace,2,91.25,40.0,1817
101547,2024-05-13,Running Shoes,Apparel,South,Marketplace,2,93.14,40.0,1020
101548,2024-05-13,4K Webcam,Electronics,East,Online,4,89.0,44.0,1267
101549,2024-05-13,Smartphone Case,Electronics,North,Marketplace,4,19.39,6.0,1501
101550,2024-05-13,Air Fryer,Home & Kitchen,East,Online,3,104.07,52.0,1344
101551,2024-05-13,Lipstick Set,Beauty,West,Marketplace,6,29.72,11.0,1348
101552,2024-05-13,Water Bottle,Sports,Central,Online,7,17.72,5.0,1852
101553,2024-05-13,Coffee Maker,Home & Kitchen,West,Retail,3,115.12,64.0,1886
101554,2024-05-13,4K Webcam,Electronics,West,Online,5,84.67,44.0,2013
101555,2024-05-13,Knife Set,Home & Kitchen,East,Online,1,46.87,21.0,1440
101556,2024-05-13,Yoga Mat,Sports,West,Online,3,34.99,14.0,1865
101557,2024-05-13,Smartphone Case,Electronics,West,Retail,3,19.91,6.0,1291
101558,2024-05-13,Yoga Mat,Sports,South,Retail,3,35.64,14.0,1862
101559,2024-05-13,Winter Jacket,Apparel,West,Marketplace,4,144.18,70.0,1885
101560,2024-05-13,Coffee Maker,Home & Kitchen,North,Retail,5,131.08,64.0,1857
101561,2024-05-13,Lipstick Set,Beauty,North,Online,4,29.05,11.0,1220
101562,2024-05-13,Winter Jacket,Apparel,Central,Retail,3,144.47,70.0,1622
101563,2024-05-13,Running Shoes,Apparel,West,Online,4,86.95,40.0,1018
101564,2024-05-14,Hair Dryer,Beauty,Central,Marketplace,1,69.29,33.0,1419
101565,2024-05-14,Lipstick Set,Beauty,East,Online,3,29.25,11.0,1793
101566,2024-05-14,Coffee Maker,Home & Kitchen,North,Online,5,114.88,64.0,1613
101567,2024-05-14,Vacuum Cleaner,Home & Kitchen,East,Marketplace,2,195.12,110.0,1690
101568,2024-05-14,Yoga Mat,Sports,North,Online,2,36.85,14.0,1052
101569,2024-05-14,Running Shoes,Apparel,West,Online,3,86.11,40.0,1221
101570,2024-05-14,Winter Jacket,Apparel,West,Retail,3,141.22,70.0,1508
101571,2024-05-14,Denim Jeans,Apparel,South,Retail,3,63.68,28.0,1650
101572,2024-05-14,Cotton T-Shirt,Apparel,East,Online,4,21.66,7.0,1783
101573,2024-05-15,Knife Set,Home & Kitchen,Central,Online,3,48.02,21.0,1234
101574,2024-05-15,4K Webcam,Electronics,South,Marketplace,3,86.66,44.0,1440
101575,2024-05-15,Yoga Mat,Sports,South,Online,7,32.32,14.0,1161
101576,2024-05-15,Coffee Maker,Home & Kitchen,East,Marketplace,3,117.89,64.0,1421
101577,2024-05-15,Yoga Mat,Sports,South,Online,1,33.22,14.0,1566
101578,2024-05-15,Winter Jacket,Apparel,Central,Online,3,137.18,70.0,1097
101579,2024-05-15,Face Serum,Beauty,Central,Marketplace,5,43.6,18.0,1660
101580,2024-05-15,Denim Jeans,Apparel,North,Online,4,62.88,28.0,1134
101581,2024-05-15,Winter Jacket,Apparel,North,Online,3,133.55,70.0,1777
101582,2024-05-15,Running Shoes,Apparel,North,Online,3,85.81,40.0,1985
101583,2024-05-15,Vacuum Cleaner,Home & Kitchen,East,Online,7,195.15,110.0,1756
101584,2024-05-15,Vacuum Cleaner,Home & Kitchen,East,Marketplace,2,199.55,110.0,1810
101585,2024-05-16,Cotton T-Shirt,Apparel,East,Online,4,20.64,7.0,1092
101586,2024-05-16,Running Shoes,Apparel,North,Online,4,89.55,40.0,1509
101587,2024-05-16,Cotton T-Shirt,Apparel,South,Online,4,23.03,7.0,1272
101588,2024-05-16,Bluetooth Speaker,Electronics,South,Online,2,59.35,27.0,1575
101589,2024-05-16,Running Shoes,Apparel,North,Online,2,89.33,40.0,2179
101590,2024-05-16,Face Serum,Beauty,West,Marketplace,3,46.75,18.0,2103
101591,2024-05-16,Water Bottle,Sports,Central,Online,2,17.94,5.0,1335
101592,2024-05-16,Winter Jacket,Apparel,West,Online,2,150.32,70.0,1085
101593,2024-05-16,4K Webcam,Electronics,Central,Online,2,86.96,44.0,1051
101594,2024-05-16,Dumbbell Set,Sports,West,Online,5,83.21,41.0,1935
101595,2024-05-16,Lipstick Set,Beauty,South,Online,1,30.08,11.0,1262
101596,2024-05-16,USB-C Charger,Electronics,West,Marketplace,5,25.07,9.0,1332
101597,2024-05-16,4K Webcam,Electronics,West,Marketplace,4,94.69,44.0,2179
101598,2024-05-17,Denim Jeans,Apparel,North,Marketplace,4,67.16,28.0,1678
101599,2024-05-17,Coffee Maker,Home & Kitchen,East,Online,3,114.76,64.0,1990
101600,2024-05-17,Yoga Mat,Sports,West,Retail,3,32.08,14.0,1880
101601,2024-05-17,Running Shoes,Apparel,South,Online,3,82.34,40.0,1534
101602,2024-05-17,4K Webcam,Electronics,Central,Marketplace,8,94.57,44.0,1371
101603,2024-05-17,4K Webcam,Electronics,Central,Retail,5,86.31,44.0,1010
101604,2024-05-17,Denim Jeans,Apparel,West,Online,3,65.75,28.0,1390
101605,2024-05-17,Wireless Earbuds,Electronics,North,Retail,2,75.35,38.0,1337
101606,2024-05-17,Wireless Earbuds,Electronics,North,Online,5,80.67,38.0,1247
101607,2024-05-17,Cotton T-Shirt,Apparel,West,Online,8,21.99,7.0,1354
101608,2024-05-18,4K Webcam,Electronics,North,Online,1,88.05,44.0,1086
101609,2024-05-18,Yoga Mat,Sports,West,Marketplace,3,32.96,14.0,2103
101610,2024-05-18,Cotton T-Shirt,Apparel,South,Retail,2,22.89,7.0,2046
101611,2024-05-18,Lipstick Set,Beauty,West,Online,1,29.57,11.0,1263
101612,2024-05-18,Running Shoes,Apparel,East,Marketplace,4,93.89,40.0,1972
101613,2024-05-18,Face Serum,Beauty,Central,Online,4,43.43,18.0,1032
101614,2024-05-18,Denim Jeans,Apparel,North,Retail,1,67.2,28.0,2107
101615,2024-05-18,Yoga Mat,Sports,Central,Online,3,34.99,14.0,1303
101616,2024-05-18,4K Webcam,Electronics,South,Online,4,86.14,44.0,2128
101617,2024-05-18,Water Bottle,Sports,South,Online,2,17.83,5.0,1450
101618,2024-05-18,Face Serum,Beauty,South,Online,3,46.55,18.0,1534
101619,2024-05-18,Coffee Maker,Home & Kitchen,North,Retail,2,127.96,64.0,1418
101620,2024-05-18,Cotton T-Shirt,Apparel,East,Marketplace,4,21.48,7.0,1689
101621,2024-05-18,Yoga Mat,Sports,West,Online,8,35.6,14.0,1758
101622,2024-05-18,Dumbbell Set,Sports,West,Marketplace,2,78.14,41.0,1217
101623,2024-05-18,Water Bottle,Sports,North,Marketplace,4,17.31,5.0,2078
101624,2024-05-18,Running Shoes,Apparel,Central,Retail,3,88.08,40.0,1041
101625,2024-05-19,Coffee Maker,Home & Kitchen,North,Online,2,127.53,64.0,1395
101626,2024-05-19,Yoga Mat,Sports,West,Online,3,35.72,14.0,2046
101627,2024-05-19,Air Fryer,Home & Kitchen,South,Online,4,99.47,52.0,1569
101628,2024-05-19,Lipstick Set,Beauty,South,Marketplace,2,28.7,11.0,1463
101629,2024-05-19,4K Webcam,Electronics,South,Online,2,87.61,44.0,1550
101630,2024-05-19,Yoga Mat,Sports,North,Retail,3,33.73,14.0,1311
101631,2024-05-19,Vacuum Cleaner,Home & Kitchen,North,Online,3,217.1,110.0,1121
101632,2024-05-19,Wireless Earbuds,Electronics,Central,Online,2,83.65,38.0,2189
101633,2024-05-19,Smartphone Case,Electronics,East,Marketplace,4,18.89,6.0,1485
101634,2024-05-19,Cotton T-Shirt,Apparel,Central,Retail,2,22.63,7.0,2030
101635,2024-05-19,4K Webcam,Electronics,West,Online,4,91.05,44.0,2104
101636,2024-05-19,Coffee Maker,Home & Kitchen,South,Online,2,118.21,64.0,1710
101637,2024-05-19,4K Webcam,Electronics,North,Online,1,85.19,44.0,1587
101638,2024-05-19,Denim Jeans,Apparel,North,Retail,1,66.15,28.0,1451
101639,2024-05-19,4K Webcam,Electronics,North,Retail,2,93.98,44.0,1806
101640,2024-05-19,Running Shoes,Apparel,West,Retail,3,88.79,40.0,1109
101641,2024-05-19,Air Fryer,Home & Kitchen,Central,Online,2,107.55,52.0,1824
101642,2024-05-19,Winter Jacket,Apparel,South,Online,4,145.2,70.0,1919
101643,2024-05-20,Water Bottle,Sports,West,Retail,2,17.62,5.0,1246
101644,2024-05-20,Face Serum,Beauty,West,Marketplace,7,44.55,18.0,1065
101645,2024-05-20,Denim Jeans,Apparel,West,Online,2,64.39,28.0,1469
101646,2024-05-20,Yoga Mat,Sports,West,Online,4,37.27,14.0,2081
101647,2024-05-20,4K Webcam,Electronics,West,Marketplace,3,91.87,44.0,1535
101648,2024-05-20,Yoga Mat,Sports,West,Online,1,33.9,14.0,2177
101649,2024-05-20,Lipstick Set,Beauty,North,Online,2,30.75,11.0,1462
101650,2024-05-20,Wireless Earbuds,Electronics,East,Online,4,75.18,38.0,1919
101651,2024-05-20,Face Serum,Beauty,Central,Online,3,45.11,18.0,1038
101652,2024-05-20,Coffee Maker,Home & Kitchen,Central,Marketplace,8,122.74,64.0,1562
101653,2024-05-20,Yoga Mat,Sports,North,Online,2,37.82,14.0,1636
101654,2024-05-20,Yoga Mat,Sports,West,Online,2,36.96,14.0,1524
101655,2024-05-20,Wireless Earbuds,Electronics,East,Online,2,80.01,38.0,1236
101656,2024-05-20,USB-C Charger,Electronics,Central,Online,2,26.2,9.0,1382
101657,2024-05-20,4K Webcam,Electronics,Central,Marketplace,4,87.35,44.0,1926
101658,2024-05-20,Yoga Mat,Sports,Central,Online,2,35.51,14.0,1576
101659,2024-05-20,Lipstick Set,Beauty,East,Online,2,28.27,11.0,1748
101660,2024-05-20,4K Webcam,Electronics,West,Marketplace,3,91.66,44.0,2193
101661,2024-05-20,Smartphone Case,Electronics,East,Retail,3,19.17,6.0,2049
101662,2024-05-20,Coffee Maker,Home & Kitchen,East,Marketplace,3,114.51,64.0,1645
101663,2024-05-21,Face Serum,Beauty,West,Online,3,41.84,18.0,1658
101664,2024-05-21,4K Webcam,Electronics,Central,Retail,3,96.49,44.0,1930
101665,2024-05-21,Lipstick Set,Beauty,South,Online,3,29.51,11.0,2036
101666,2024-05-21,Dumbbell Set,Sports,South,Marketplace,4,80.69,41.0,1328
101667,2024-05-21,Lipstick Set,Beauty,South,Online,7,30.81,11.0,1296
101668,2024-05-21,Water Bottle,Sports,Central,Retail,3,16.78,5.0,1242
101669,2024-05-21,Dumbbell Set,Sports,West,Online,2,79.67,41.0,1725
101670,2024-05-21,Yoga Mat,Sports,West,Online,3,34.71,14.0,1502
101671,2024-05-21,Cotton T-Shirt,Apparel,North,Retail,4,23.1,7.0,1787
101672,2024-05-21,4K Webcam,Electronics,North,Marketplace,1,92.76,44.0,1944
101673,2024-05-21,Coffee Maker,Home & Kitchen,Central,Retail,3,121.56,64.0,1066
101674,2024-05-21,Winter Jacket,Apparel,South,Online,2,140.09,70.0,1152
101675,2024-05-21,Running Shoes,Apparel,West,Online,5,87.03,40.0,1432
101676,2024-05-21,Face Serum,Beauty,West,Online,3,42.27,18.0,1875
101677,2024-05-21,Smartphone Case,Electronics,South,Online,7,18.11,6.0,2152
101678,2024-05-21,4K Webcam,Electronics,North,Marketplace,6,89.05,44.0,2071
101679,2024-05-21,Air Fryer,Home & Kitchen,Central,Online,2,103.33,52.0,1190
101680,2024-05-21,Yoga Mat,Sports,West,Retail,3,35.04,14.0,1459
101681,2024-05-22,Coffee Maker,Home & Kitchen,South,Online,2,119.35,64.0,1556
101682,2024-05-22,Knife Set,Home & Kitchen,North,Online,5,49.08,21.0,1473
101683,2024-05-22,Cotton T-Shirt,Apparel,South,Online,3,22.24,7.0,1343
101684,2024-05-22,Denim Jeans,Apparel,East,Retail,2,66.52,28.0,1032
101685,2024-05-22,Hair Dryer,Beauty,East,Online,4,67.86,33.0,1731
101686,2024-05-22,Face Serum,Beauty,Central,Online,3,41.7,18.0,2115
101687,2024-05-22,USB-C Charger,Electronics,East,Marketplace,2,27.4,9.0,1251
101688,2024-05-22,4K Webcam,Electronics,South,Retail,3,84.67,44.0,1915
101689,2024-05-22,Coffee Maker,Home & Kitchen,North,Retail,3,119.64,64.0,1746
101690,2024-05-23,Coffee Maker,Home & Kitchen,North,Retail,5,115.52,64.0,2089
101691,2024-05-23,Running Shoes,Apparel,West,Retail,3,85.72,40.0,1702
101692,2024-05-23,Water Bottle,Sports,West,Retail,7,18.17,5.0,1137
101693,2024-05-23,Hair Dryer,Beauty,West,Online,5,69.98,33.0,1094
101694,2024-05-23,Running Shoes,Apparel,North,Marketplace,1,89.2,40.0,2070
101695,2024-05-23,Winter Jacket,Apparel,North,Retail,6,134.62,70.0,1515
101696,2024-05-23,Denim Jeans,Apparel,West,Retail,3,65.18,28.0,1526
101697,2024-05-23,4K Webcam,Electronics,East,Retail,3,83.4,44.0,2034
101698,2024-05-23,USB-C Charger,Electronics,North,Online,3,24.21,9.0,1271
101699,2024-05-23,Running Shoes,Apparel,West,Retail,3,92.39,40.0,2002
101700,2024-05-23,Vacuum Cleaner,Home & Kitchen,South,Online,2,208.94,110.0,1282
101701,2024-05-23,Vacuum Cleaner,Home & Kitchen,North,Retail,5,194.72,110.0,1790
101702,2024-05-23,Knife Set,Home & Kitchen,East,Marketplace,3,47.39,21.0,1751
101703,2024-05-23,Denim Jeans,Apparel,East,Online,4,64.32,28.0,2128
101704,2024-05-23,Denim Jeans,Apparel,Central,Retail,4,68.21,28.0,1006
101705,2024-05-23,Denim Jeans,Apparel,West,Marketplace,2,64.05,28.0,1945
101706,2024-05-24,Yoga Mat,Sports,West,Online,1,33.9,14.0,1882
101707,2024-05-24,Knife Set,Home & Kitchen,East,Online,5,51.33,21.0,1961
101708,2024-05-24,Yoga Mat,Sports,West,Marketplace,6,34.0,14.0,1671
101709,2024-05-24,Water Bottle,Sports,South,Marketplace,7,18.21,5.0,1040
101710,2024-05-24,Winter Jacket,Apparel,West,Retail,3,142.89,70.0,1512
101711,2024-05-24,Face Serum,Beauty,East,Online,3,44.16,18.0,1573
101712,2024-05-24,Cotton T-Shirt,Apparel,East,Online,4,22.46,7.0,1408
101713,2024-05-24,Denim Jeans,Apparel,South,Retail,5,69.59,28.0,1114
101714,2024-05-24,Cotton T-Shirt,Apparel,West,Online,2,21.84,7.0,1488
101715,2024-05-24,Cotton T-Shirt,Apparel,West,Online,6,21.55,7.0,1326
101716,2024-05-24,Running Shoes,Apparel,South,Marketplace,4,83.1,40.0,1859
101717,2024-05-24,Running Shoes,Apparel,West,Online,4,91.3,40.0,1413
101718,2024-05-24,Smartphone Case,Electronics,West,Marketplace,3,19.6,6.0,1370
101719,2024-05-24,Running Shoes,Apparel,West,Retail,5,89.67,40.0,1001
101720,2024-05-24,4K Webcam,Electronics,Central,Online,2,84.83,44.0,2155
101721,2024-05-24,Coffee Maker,Home & Kitchen,East,Online,2,111.24,64.0,1174
101722,2024-05-25,Bluetooth Speaker,Electronics,North,Online,7,58.45,27.0,1541
101723,2024-05-25,Lipstick Set,Beauty,West,Online,4,27.69,11.0,1877
101724,2024-05-25,4K Webcam,Electronics,East,Marketplace,2,89.98,44.0,1489
101725,2024-05-25,USB-C Charger,Electronics,West,Online,3,24.97,9.0,1648
101726,2024-05-25,Coffee Maker,Home & Kitchen,North,Online,5,124.15,64.0,1170
101727,2024-05-25,Winter Jacket,Apparel,North,Retail,4,137.35,70.0,1523
101728,2024-05-25,Cotton T-Shirt,Apparel,East,Online,4,23.12,7.0,1693
101729,2024-05-25,Lipstick Set,Beauty,East,Online,3,29.55,11.0,1221
101730,2024-05-25,Vacuum Cleaner,Home & Kitchen,West,Online,4,192.86,110.0,1359
101731,2024-05-25,Vacuum Cleaner,Home & Kitchen,West,Online,2,210.53,110.0,2150
101732,2024-05-25,Coffee Maker,Home & Kitchen,South,Retail,4,118.83,64.0,1893
101733,2024-05-26,4K Webcam,Electronics,Central,Marketplace,3,89.03,44.0,1995
101734,2024-05-26,Running Shoes,Apparel,Central,Online,4,83.9,40.0,1490
101735,2024-05-26,Bluetooth Speaker,Electronics,South,Online,2,56.69,27.0,1709
101736,2024-05-26,Coffee Maker,Home & Kitchen,South,Marketplace,3,126.54,64.0,1612
101737,2024-05-26,Running Shoes,Apparel,East,Online,3,84.95,40.0,1227
101738,2024-05-26,Vacuum Cleaner,Home & Kitchen,West,Online,5,199.58,110.0,2071
101739,2024-05-26,Water Bottle,Sports,East,Online,8,17.47,5.0,2025
101740,2024-05-26,Vacuum Cleaner,Home & Kitchen,Central,Online,2,205.28,110.0,1105
101741,2024-05-27,Smartphone Case,Electronics,Central,Marketplace,3,18.04,6.0,1761
101742,2024-05-27,Knife Set,Home & Kitchen,Central,Online,1,52.21,21.0,2115
101743,2024-05-27,Bluetooth Speaker,Electronics,West,Online,3,59.82,27.0,1045
101744,2024-05-27,Vacuum Cleaner,Home & Kitchen,East,Marketplace,2,201.19,110.0,1530
101745,2024-05-27,Water Bottle,Sports,North,Retail,2,18.15,5.0,1357
101746,2024-05-27,Face Serum,Beauty,East,Marketplace,2,43.98,18.0,1864
101747,2024-05-27,Winter Jacket,Apparel,Central,Marketplace,1,135.1,70.0,1726
101748,2024-05-27,4K Webcam,Electronics,South,Online,6,87.32,44.0,1450
101749,2024-05-27,Running Shoes,Apparel,East,Online,7,94.04,40.0,1448
101750,2024-05-27,Coffee Maker,Home & Kitchen,South,Retail,2,127.8,64.0,1548
101751,2024-05-27,Face Serum,Beauty,South,Online,3,46.27,18.0,1959
101752,2024-05-27,4K Webcam,Electronics,South,Online,3,87.42,44.0,2198
101753,2024-05-27,Wireless Earbuds,Electronics,North,Retail,2,78.03,38.0,1346
101754,2024-05-27,Face Serum,Beauty,West,Online,1,44.63,18.0,1725
101755,2024-05-27,Knife Set,Home & Kitchen,North,Online,3,44.93,21.0,2099
101756,2024-05-27,Knife Set,Home & Kitchen,East,Retail,1,46.84,21.0,1818
101757,2024-05-27,Coffee Maker,Home & Kitchen,West,Online,4,116.24,64.0,1829
101758,2024-05-27,Face Serum,Beauty,South,Retail,2,45.96,18.0,1623
101759,2024-05-28,Coffee Maker,Home & Kitchen,Central,Marketplace,1,119.9,64.0,1970
101760,2024-05-28,Coffee Maker,Home & Kitchen,South,Marketplace,2,120.16,64.0,1838
101761,2024-05-28,Running Shoes,Apparel,East,Retail,6,89.07,40.0,1354
101762,2024-05-28,Water Bottle,Sports,North,Online,1,18.17,5.0,2142
101763,2024-05-28,4K Webcam,Electronics,South,Online,1,95.63,44.0,2056
101764,2024-05-28,Vacuum Cleaner,Home & Kitchen,South,Online,8,199.81,110.0,1520
101765,2024-05-28,Water Bottle,Sports,West,Online,2,18.05,5.0,1211
101766,2024-05-28,Dumbbell Set,Sports,North,Marketplace,4,83.7,41.0,1818
101767,2024-05-28,Vacuum Cleaner,Home & Kitchen,East,Online,3,189.24,110.0,1735
101768,2024-05-28,Water Bottle,Sports,West,Online,2,17.84,5.0,2180
101769,2024-05-28,Smartphone Case,Electronics,Central,Online,2,19.22,6.0,1328
101770,2024-05-28,Running Shoes,Apparel,East,Online,3,92.59,40.0,1701
101771,2024-05-28,Water Bottle,Sports,North,Online,3,17.51,5.0,1400
101772,2024-05-28,Lipstick Set,Beauty,Central,Online,3,29.44,11.0,2157
